"Unnamed: 0","annotation_id","annotator","comm_aesthetic","correctness","country_patriotism","created_at","danger_decline","dict_lit","emo_som","error_mention","facts","full_text","id","language","lead_time","ling_element","offensive","other","personal_quality","questions","sarcasm","sentiment","target","threats","updated_at","visual_mocking","word_jokes"
149,712,"1","","COR","","2025-09-10T16:29:47.946631Z","","","","","","Mili Państwo, czy / które słowo powinno być uznane za poprawne? #polszczyzna",5236,"yes",15.536,"INVIS","","","","","","NEU","DIRECT","","2025-09-10T16:29:47.946661Z","",""
150,713,"1","","","","2025-09-10T16:30:11.116073Z","","","","","","PIK w znaczeniu ‘szczyt, poziom maksymalny (jak w wynikach badań poziomu cukru lub oglądalności TV)’ według Państwa jest... #polszczyzna",5237,"yes",64.963,"{""choices"":[""WORD"",""INVIS""]}","","","","QSUR","","NEU","DIRECT","","2025-09-10T18:00:03.618130Z","",""
151,714,"1","","","","2025-09-10T16:31:13.596934Z","","","","","FACT","Ciekawostka #19W języku polskim standardowy akcent pada na przedostatnią sylabę. Jednak są wyjątki, na przykład w czasownikach w pierwszej osobie liczby mnogiej w czasie przeszłym (np. ""poszliśmy"", ""zrobiliśmy"")Zachęcamy do obserwowania!#jezykpolski #polszczyzna",5238,"yes",19.825,"{""choices"":[""PHEN"",""WORD""]}","","","","","","NEU","NO","","2025-09-10T16:31:13.596965Z","",""
152,715,"1","","","","2025-09-10T16:31:39.352014Z","","","","","","Mili Państwo, choć część katolickiej i antykatolickiej opinii dziś skupia się głównie na rozważaniu decyzji biskupów w sprawie postu (bo długi weekend i część Narodu ochrzczonego chce grilluje karczek itp.), ja tradycyjnie z ankietką piątkową. #polszczyznaJak Państwo mówią?",5239,"yes",23.484,"INVIS","","","","QSUR","","NEU","DIRECT","","2025-09-10T16:31:39.352044Z","",""
154,716,"1","","","","2025-09-10T16:32:00.896276Z","","","","","FACT","Ciekawostka #16Język polski jest jedynym z grupy języków słowiańskich, w którym zachowały się samogłoski nosowe (ą, ę). Inne języki z tej rodziny, dążąc do uproszczenia, wytraciły ""nosówki"".Kochani, gorąco zachęcamy Was do obserwacji &lt;3#jezykpolski #polszczyzna #BozeCiało",5240,"yes",19.85,"PHEN","","","","","","NEU","NO","","2025-09-10T16:32:00.896306Z","",""
155,717,"1","","","","2025-09-10T16:32:56.461873Z","","","","","","Wprawdzie tu na X wiele osób słynie z tego, że nie bierze jeńców. Gdyby jednak ktoś jeńca wziął, to jaki Państwa #polszczyzna woli wołacz?",5241,"yes",56.663000000000004,"{""choices"":[""PHEN"",""INVIS""]}","","","","QSUR","","NEU","DIRECT","","2025-09-10T19:05:00.868398Z","",""
156,718,"1","","","","2025-09-10T16:34:11.919190Z","","","","","","Gdyby Państwo wydawali książkę, np. o Lublinie, ze słowami SILVA RERUM w tytule, to która forma Państwu pasuje? #polszczyzna",5242,"yes",76.231,"{""choices"":[""WORD"",""INVIS""]}","","","","QSUR","","NEU","DIRECT","","2025-09-10T18:00:22.912672Z","",""
157,719,"1","","","","2025-09-10T16:34:21.145939Z","","","","","","Dziś po 11 spróbuję sprostać pytaniom Cezarego Łasiczki w @użytkownik #polszczyzna",5243,"no",6.936,"","","","","","","","","","2025-09-10T16:34:21.146008Z","",""
158,720,"1","","","","2025-09-10T16:35:16.858519Z","","","","","","Mili Państwo, pytanie o nowe dla mnie słowo: KAPSALON. Krewny kebabów i shoarm. #polszczyzna Ponoć zapożyczone z niderlandzkiego @użytkownik. Nigdy nie jadłem...",5244,"yes",54.034,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T16:35:16.858548Z","",""
159,721,"1","","","PATR","2025-09-10T16:37:53.038276Z","DCLN","","","","","Jestem w centrum handlowym na Mokotowie, zamawiam kawę i okazuje się że jest “kawa z dripa” a młodej obsłudze nie mieści się w głowie że można to powiedzieć po polsku, na przykład kawa filtrowana, przelewana itp. Chyba stary jestem :-( #polszczyzna",5245,"yes",166.806,"WORD","","","QUAL","","","NEG","MENTION","CONS","2025-09-11T09:21:03.385939Z","",""
161,722,"1","","","","2025-09-10T16:38:05.515126Z","","","","","FACT","Ciekawostka #9W języku polskim występują cztery czasy: zaprzeszły, przeszły, teraźniejszy i przyszły. W przeszłości istniał w polszczyźnie jeszcze jeden czas - aoryst - którego używano do określania czynności przeszłej, dokonanej, ale momentalnej.#jezykpolski #polszczyzna",5246,"yes",10.418,"PHEN","","","","","","NEU","NO","","2025-09-10T16:38:05.515165Z","",""
162,723,"1","","","","2025-09-10T16:38:26.866530Z","","","","","","Mili Państwo, dziś czwartek jakby piątkowy, więc pozwolę sobie zapytać: co to jest JEBOTKO (odzież). W jakich regionach słowa tego się używa? #polszczyzna",5247,"yes",19.214,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T16:38:26.866560Z","",""
163,724,"1","","COR","","2025-09-10T16:40:01.553540Z","","","","","","Dzień dobry! : słońce z twarzą  :Uprzejmie informuję, że dziś jest pierwszy MAJA (w domyśle ""dzień""), a nie pierwszy MAJ. (W roku jest tylko jeden miesiąc o tej nazwie :). #polszczyzna",5248,"yes",92.748,"WORD","","","","","","NEG","NO","","2025-09-10T16:40:01.553571Z","",""
165,725,"1","","","","2025-09-10T16:41:12.622482Z","","DCT","","","","Jeżeli macie jakiekolwiek pytania dotyczące języka lub szeroko pojętego językoznawstwa, bardzo chętnie udzielimy na nie odpowiedzi - tak jak mini poradnia językowa :) Piszcie na adres e-mail: jezyknaty@użytkownik.com#jezykpolski #polszczyzna #jezykoznawstwo",5249,"yes",68.068,"","","","","","","NEU","DIRECT","","2025-09-10T16:41:12.622514Z","",""
166,726,"1","","","","2025-09-10T16:41:31.781354Z","","","","","FACT","Powiedzenie „małpa z brzytwą” opisuje osobę niekompetentną i nieodpowiedzialną, która może spowodować wiele szkód, jeśli zostanie dopuszczona do wykonywania ważnych zadań.Na podobnej zasadzie funkcjonuje porównanie „znać się na czymś jak kura na pieprzu”.#polszczyzna #beztrybu",5250,"yes",17.11,"WORD","","","","","","NEU","NO","","2025-09-10T16:41:31.781382Z","",""
167,727,"1","","","","2025-09-10T16:43:03.425053Z","","","","","","Proszę o opinie. 1) KOLABORACJA Pumy z kalifornijską, streetwearową marką Diamond Suplly Co. (...)2) Przy okazji tej KOLABORACJi przekształciliśmy nasze ikoniczne, sportowe modele (...)------------------Czy taki przykład użycia słowa KOLABORACJA świadczy, że #polszczyzna się:",5251,"yes",33.055,"{""choices"":[""WORD"",""INVIS""]}","","","","QSUR","","NEU","NO","","2025-09-10T18:00:27.749362Z","",""
168,728,"1","","","","2025-09-10T16:44:05.904524Z","","","","","","Według wykładowczyni etyki na UŁ @użytkownik, już nie tylko stwierdzenie ""osoba w kryzysie bezdomności"" (zamiast: bezdomna) nie należy do języka inkluzywnego. Należy mówić: osoba w kryzysie braku gospodarstwa domowego. #polszczyzna W sali wykładowej niestety nie było lekarza.",5252,"yes",60.505,"{""choices"":[""PHEN"",""WORD""]}","","","QUAL","","SARC","NEG","MENTION","","2025-09-10T16:44:05.904565Z","",""
169,729,"1","","","","2025-09-10T16:44:34.881273Z","","","","","","Czy można kogoś KOPNĄĆ KOLANEM? #polszczyzna",5253,"yes",55.253,"WORD","","","","QSUR","","NEU","NO","","2025-09-13T19:30:27.756413Z","",""
170,730,"1","","","","2025-09-10T16:45:29.255995Z","","","","","","Zewniaczek. Warto było słuchać. #polszczyzna sportowa",5254,"yes",50.105,"WORD","","","","","SARC","NEG","NO","","2025-09-10T16:45:29.256029Z","",""
172,731,"1","AEST","COR","","2025-09-10T16:46:36.427734Z","DCLN","","","","","Skąd się u ludzi bierze dawanie spacji przed przecinkiem czy kropką? Już pomijając, że to tragicznie wygląda to od dziecka w książkach, gazetach widać, że nigdzie się tak nie pisze. #polszczyzna",5255,"yes",65.11,"PHEN","","","","","","NEG","NO","","2025-09-10T16:46:36.427769Z","",""
174,732,"1","","","","2025-09-10T16:48:12.768490Z","","","","","","A gdyby tak zapytać o stopniowanie przymiotnika, ale na przykładzie dość życiowym? #polszczyzna Która wersja bliższa Państwa ciałom i umysłom?Niekiedy trzeba mieć ubranie...",5256,"yes",98.07799999999999,"{""choices"":[""PHEN"",""INVIS""]}","","","","QSUR","","NEU","DIRECT","","2025-09-10T19:06:00.252653Z","",""
175,733,"1","","","","2025-09-10T16:49:04.310632Z","","DCT","","","","Pytanie do Polski północnej (niech Radom będzie punktem odniesienia), a tematem #polszczyzna, przyimek, dźwięk. O introspekcję proszę, własne wspomnienia językowe, nie o spekulacje i cytaty z ksiąg różnej użyteczności. ZE sceny zejść, ale wcześniej wyjść...",5257,"yes",58.82300000000001,"{""choices"":[""PHEN"",""WORD"",""INVIS""]}","","","","QSUR","","NEU","MENTION","","2025-09-10T19:06:07.077173Z","",""
176,734,"1","","","","2025-09-10T16:49:21.889993Z","","","","","","Piątek, więc pytam siebie i Państwa: PYZY z nadzieniem czy bez? #polszczyzna",5258,"yes",14.084,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T16:49:21.890022Z","",""
177,735,"1","","","PATR","2025-09-10T16:50:05.604700Z","","","","","","Jest sobie muzyka, co się nazywa SWING (ale mnie #polszczyzna rajcuje, nie żadne tam swingi, nawet niemuzyczne). Czego Państwo nie znoszą lub czego by Państwo posłuchali?",5259,"yes",41.784,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T16:50:05.604732Z","",""
178,736,"1","AEST","","","2025-09-10T16:52:11.112777Z","DCLN","","ESOM","","","Blokuję chamstwo. Mam dość wszystkich słów na k, ch, p, z i wszystkie inne spółgłoski pisane do mnie lub w rozmowie ze mną. Pora zacząć zwalczać wątpliwą modę na wulgarne odzywki w codziennej #polszczyzna",5260,"yes",123.05,"{""choices"":[""PHEN"",""WORD""]}","","","","","","NEG","NO","","2025-09-10T16:52:11.112804Z","",""
179,737,"1","","","","2025-09-10T16:52:53.858156Z","","","","","","Czy zetknęli się Państwo z takim PRIMA! (albo: PRYMA!), które wyraża aprobatę, ale nie prima sort? #polszczyzna mówiona nieoficjalna",5261,"yes",40.661,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T16:52:53.858186Z","",""
180,738,"1","","","","2025-09-10T16:53:17.947522Z","","","","","","Dziś świętujemy Międzynarodowy Dzień Języka Ojczystego #MiędzynarodowyDzieńJęzykaOjczystego #JęzykPolski #Polszczyzna",5262,"yes",21.851,"","","OTHER","","","","NEU","NO","","2025-09-10T16:53:17.947551Z","",""
181,739,"1","","COR","PATR","2025-09-10T16:55:07.714900Z","DCLN","","","","","Oswajanie potworów typu „ministra”, ma tyle wspólnego z otwartością i naturalną ewolucją języka, co MANICURE W SALONIE Z WYRYWANIEM PAZNOKCI W KATOWNI.(Z okazji Dnia języka Ojczystego)#KochamJęzykpolski #polszczyzna #ReparacjedlaPolski",5263,"yes",107.931,"{""choices"":[""PHEN"",""WORD""]}","","","QUAL","","","NEG","NO","","2025-09-10T16:55:07.714933Z","",""
182,740,"1","","","","2025-09-10T16:55:29.748141Z","","","","","","A Państwo w Dniu Języka Ojczystego (#polszczyzna) i kiedy indziej jak kroją marchewkę?",5264,"yes",16.177,"INVIS","","","","QSUR","","NEU","DIRECT","","2025-09-10T16:55:29.748170Z","",""
184,741,"1","","","","2025-09-10T16:57:26.642194Z","","","","","","Jeszcze bardziej bym chciał pojąć, czym są suchary #polszczyzna (nie kulinaria ani survival), zwłaszcza w języku osób urodzonych po roku 1994:",5265,"yes",111.282,"WORD","","","","QSUR","","NEU","MENTION","","2025-09-10T16:57:26.642225Z","",""
185,742,"1","","","","2025-09-10T16:57:59.644882Z","","","ESOM","","","Mili Państwo, #polszczyzna miłośnie badana być powinna, więc pytam.Jak się mówi/ mówiło?",5266,"yes",30.717,"INVIS","","","","QSUR","","NEU","DIRECT","","2025-09-10T16:57:59.644911Z","",""
186,743,"1","","COR","","2025-09-10T16:58:34.917999Z","","","","","","Dzień dobry! : lekko uśmiechnięta twarz :Uprzejmie informuję, że dziś jest trzynasty lutego (w domyśle ""dzień""), a nie ""trzynasty luty"".  (W roku jest tylko jeden miesiąc o tej nazwie).#polszczyzna",5267,"yes",33.05,"WORD","","","","","","NEG","NO","","2025-09-10T16:58:34.918037Z","",""
187,744,"1","","","","2025-09-10T16:58:55.379804Z","","","ESOM","","","Szpieżka: tarza się ze śmiechu  :: tarza się ze śmiechu  :: tarza się ze śmiechu  :#Polszczyzna",5268,"yes",18.547,"WORD","","","","","","NEG","NO","","2025-09-10T16:58:55.379834Z","",""
190,745,"1","","","","2025-09-10T16:59:43.779306Z","","","","","","Mili Państwo, jak się u Państwa nazywają stare, zniszczone, rozchodzone buty? Dookreślenia regionalne mile widziane. #polszczyzna",5269,"yes",46.619,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T16:59:43.779337Z","",""
191,746,"1","","","","2025-09-10T17:01:22.980667Z","","","","","","Mili Państwo, jeśli coś jest z Neptuna lub na Neptunie, to jest jakie? #polszczyzna",5270,"yes",97.371,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:01:22.980697Z","",""
192,747,"1","","COR","PATR","2025-09-10T17:02:44.191706Z","","","ESOM","","","Piątkowe pytanie poprawnościowe.Czy ZAOPIEKOWANY jeszcze kogoś drażni?Czy to rzeczywiście kalka jakiejś formy angielskiej?#polszczyzna",5271,"yes",79.396,"WORD","","","","QSUR","","NEU","NO","","2025-09-10T17:02:44.191737Z","",""
193,748,"1","AEST","","","2025-09-10T17:03:41.715347Z","","","","","","W @użytkownik prowadząca audycję dziarsko syntetyzuje informację o manewrach w rozmowie z @użytkownik, że wyślemy do Rosji (groźny) sygnał: Jakby co, to STOIMY Z BRONIĄ U NOGI. #polszczyzna #frazeologia #antonimia",5272,"yes",55.875,"WORD","","","","","SARC","NEG","MENTION","","2025-09-10T17:03:41.715378Z","MOCK",""
194,749,"1","","","","2025-09-10T17:03:57.013747Z","","","","CIT","","Scysja słowna – mówi pan Molenda z @użytkownik. #polszczyzna",5273,"yes",13.184,"WORD","","","","","","NEG","MENTION","","2025-09-10T17:03:57.013776Z","",""
195,750,"1","","","","2025-09-10T17:04:26.480927Z","","","","","","#polszczyzna, ale trochę angielsko-amerykańsko-hawajska.Państwo oglądający filmy podziwiają grę i pomysły Jasona",5274,"yes",25.844,"INVIS","","","","QSUR","","NEU","MENTION","","2025-09-10T17:04:26.480957Z","",""
196,751,"1","","","","2025-09-10T17:05:33.689969Z","","DCT","","","","Poszukiwane jest znaczenie słowa CINKAĆ ‘bawić się z dzieckiem, huśtać je na nodze (?)’; ostatnio słyszane na północ od Kielc. W słownikach nie znalazłem. Czy ktoś z Państwa zna?#polszczyzna lokalna i domowa",5275,"yes",64.366,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:05:33.689997Z","",""
197,752,"1","","","","2025-09-10T17:06:07.695128Z","","","","CIT","","Monstrualny występ Brazylijczyka.Ci zawodnicy zrobili różnicę.#polszczyzna komentatorów",5276,"yes",31.669,"WORD","","","","","","NEU","NO","","2025-09-10T17:06:07.695158Z","",""
198,753,"1","","","","2025-09-10T17:06:18.541032Z","","","","","","mój drogi #polski #polszczyzna #polaco #ahora #Argentina #Argentyna kraina miłości i zemsty S2 56",5277,"no",8.848,"","","","","","","","","","2025-09-10T17:06:18.541061Z","",""
199,754,"1","","","","2025-09-10T17:06:30.207293Z","","","","","","Czy znasz słowo ""próżniaczyć (się)""?Jak ktoś napisz z jakiej części Polski jest to też będzie miło :)#polszczyzna #językpolski",5278,"yes",9.85,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:06:30.207323Z","",""
200,755,"1","","","","2025-09-10T17:06:55.374462Z","","","","","","""Konferencja prasowa miała miejsce w środę"" vs konferencja prasowa odbyła się w środę.#polszczyzna",5279,"yes",22.721,"WORD","","","","QSUR","","NEU","NO","","2025-09-10T17:06:55.374528Z","",""
201,756,"1","","","","2025-09-10T17:07:13.978663Z","","","","","","Zawszem ciekaw, jak Państwo by napisali. #polszczyznaDziesiątki tysięcy ludzi MUSIAŁ??? uciekać z kraju.",5280,"yes",16.96,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:07:13.978693Z","",""
202,757,"1","","","","2025-09-10T17:07:30.770684Z","","","","CIT","","Ekspert: wąski garnitur zachowań. #polszczyzna @użytkownik",5281,"yes",14.632,"WORD","","","","","","NEG","MENTION","","2025-09-10T17:07:30.770714Z","",""
203,758,"1","AEST","","","2025-09-10T17:07:52.666169Z","","","","","","Język polski jest tak piękny, ze słowem załatwić można wyrazić morderstwo, przeziębienie i potrzebę wizyty w toalecie ;) #polszczyzna",5282,"yes",31.464,"WORD","","","","","","NEU","NO","","2025-09-11T09:24:30.670725Z","","JOKE"
204,759,"1","","","","2025-09-10T17:08:39.009724Z","","","","","","Jak się wymawia skrótowiec CANARD (Centrum Automatycznego Nadzoru nad Ruchem Drogowym)? Kanard? Dlaczego jest tam duże A?#BRD @użytkownik @użytkownik #polszczyzna",5283,"yes",35.999,"WORD","","","","QSUR","","NEU","NO","","2025-09-10T17:08:39.009753Z","",""
205,760,"1","","","","2025-09-10T17:10:05.297237Z","","","","","","Huk, blask, radość wspomagana towarzystwem i przyjmowanymi środkami. Ale #polszczyzna dniem i nocą ważna, także w Sylwestra. Zapytywam zatem: huk i blask czego?",5284,"yes",84.616,"INVIS","","","","QSUR","","NEU","NO","","2025-09-10T17:10:05.297266Z","",""
206,761,"1","","","","2025-09-10T17:10:19.831428Z","","","","CIT","","Na wzgórze wawelskie zagościła też sztuka współczesna. #polszczyzna innowacyjna",5285,"yes",12.537,"WORD","","","","","","NEG","NO","","2025-09-10T17:10:19.831458Z","",""
207,762,"1","","COR","","2025-09-10T17:10:42.569692Z","","","","","","W związku z wizytą rosyjskiej rakiety znowu dziennikarstwo polskie masowo wymawia [szarż] zamiast [szarżE]. #polszczyzna",5286,"yes",46.75,"WORD","","","","","","NEG","MENTION","CONS","2025-09-11T09:25:03.316402Z","",""
208,763,"1","","","","2025-09-10T17:11:29.978829Z","DCLN","","","","","Do południa daleko, a już usłyszałem dziś w telewizji trzy razy ""w cudzysłowiu"" i dwa razy ""półtorej roku"". Najgorsze, że z ust zaproszonych do audycji ""ekspertów"" posiadających stopnie naukowe.Czy jest w tym kraju jeszcze coś, co się nie zdewaluowało? #polszczyzna",5287,"yes",52.489,"WORD","","","QUAL","","","NEG","MENTION","CONS","2025-09-11T09:25:12.562146Z","",""
209,764,"1","","","","2025-09-10T17:12:24.854144Z","","","","","","Zmarł Jacques Delors [żak delOr]. A jak wymawiać nazwisko w innych przypadkach? #polszczyzna",5288,"yes",121.238,"WORD","","","","QSUR","","NEU","NO","","2025-09-10T17:13:33.687007Z","",""
210,765,"1","","","","2025-09-10T17:14:13.383062Z","","","","","","A więc jednak! Prezydent ZAPRZYSIĘŻY nowy rząd. #polszczyzna @użytkownik w serwisie o 7.40",5289,"yes",36.611,"WORD","","","","","SARC","NEG","MENTION","","2025-09-10T17:14:13.383091Z","MOCK",""
212,766,"1","","","","2025-09-10T17:14:42.172402Z","","","","","","Krakowianie północni i Cni (oraz Bezecni, lecz merytorycznie biegli) Historykowie. #polszczyznaJak Państwo wymawiają nazwisko patrona ulicy księdza Józefa Meiera?",5290,"yes",25.324,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:14:42.172431Z","",""
213,767,"1","","","","2025-09-10T17:15:22.417940Z","","","","","","Mili Państwo, gdy się komuś zbiera na płacz, to co ma w oczach? #polszczyzna",5291,"yes",38.353,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:15:22.417970Z","",""
214,768,"1","","","","2025-09-10T17:16:02.780213Z","","","","","","Stan DYGOTALNY diagnozowany przez K. Kwiatkowskiego u A. Glapińskiego to nowość czy jakieś nawiązanie? #polszczyzna",5292,"yes",32.434,"WORD","","","","","","NEU","MENTION","","2025-09-10T17:16:02.780243Z","MOCK",""
215,769,"1","","","","2025-09-10T17:16:18.593150Z","","","","","","Mili Państwo, których ciekawi #polszczyzna, czy KRAJAN ‘ktoś z tych samych stron’ to słowo używane tylko w południowej części Polski?",5293,"yes",12.712,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:16:18.593199Z","",""
216,770,"1","","","","2025-09-10T17:16:41.648077Z","","","","","","Tydzień był dość męczący, więc proszę wybaczyć prostotę pytania. #polszczyznaCzy CMOKAĆ i CMOKTAĆ to to samo?",5294,"yes",20.604,"WORD","","","","QSUR","","NEU","NO","","2025-09-10T17:16:41.648107Z","",""
217,771,"1","","COR","","2025-09-10T17:17:16.786295Z","","","","","","A czy takie ZAMACHNĄĆ SIĘ w znaczeniu ‘dokonać zamachu (także na czyjeś życie)’ jest poprawne? #polszczyznaRząd ma zamiar zamachnąć się na kolegów i zlikwidować niektóre fundusze celowe... (Joanna Solska, Polityka, 2002)",5295,"yes",33.075,"WORD","","","","","","NEU","MENTION","","2025-09-10T17:17:16.787318Z","",""
218,772,"1","","","","2025-09-10T17:17:44.366119Z","","","","","","W klasycznej triadzie znów miejscownik niepewny. #polszczyzna O prawdzie, o dobru (rzadziej o dobrze), a co z pięknem. Mowa o prawdzie, dobru i...",5296,"yes",28.423,"{""choices"":[""PHEN"",""WORD""]}","","","","QSUR","","NEU","NO","","2025-09-10T19:08:30.203015Z","",""
219,773,"1","","","","2025-09-10T17:18:01.404674Z","","","","","","Mili Państwo, gdy się tak podkolanówki, pończochy, rajtki, rajtuzy, rajstopy pozwijają, pomarszczą, to utworzone w ten sposób formacje materiału się jakoś nazywają? #polszczyzna",5297,"yes",15.167,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:18:01.404703Z","",""
220,774,"1","","","","2025-09-10T17:18:58.587164Z","","","","","","Styl glątwy prawniczej. Dawne słowo przypomina @użytkownik #polszczyzna",5298,"yes",55.143,"WORD","","OTHER","","","","NEU","MENTION","","2025-09-10T17:18:58.587263Z","",""
221,775,"1","","","","2025-09-10T17:19:21.518065Z","","","","","","Przy deszczowej niedzieli zapytam: czy znają Państwo kogoś, kto mówi, akcentuje „aMEN”, a nie „Amen”?Czy jakieś wspólnoty to propagują, czy to oryginalniej biblijnie? #polszczyzna #religia",5299,"yes",21.178,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:19:21.518126Z","",""
222,776,"1","","","","2025-09-10T17:19:36.656197Z","","","","","","O poranku mam pytanko. #polszczyzna Czy gdyby Państwo zasiadali do rozmów trójstronnych, to byliby je skłonni skrótowo nazwać",5300,"yes",13.303,"INVIS","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:19:36.656227Z","",""
223,777,"1","","","","2025-09-10T17:20:53.054688Z","","","","","","Jakiś czas temu powstało żartobliwe słowo nazywające odwiedzanie grobów, trochę na wzór „churchingu”. Jak by Państwo pisali? #polszczyzna #anglicyzmy",5301,"yes",46.716,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:20:53.054718Z","",""
225,778,"1","","","","2025-09-10T17:21:33.130541Z","","DCT","","","","Mili Państwo, bez zaglądania do słowników i wyszukiwarek: co to jest PAPACHA? #polszczyzna Rosjoznawcy i sowietolodzy niech chwilę pomilczą.",5302,"yes",37.994,"WORD","","","","QSUR","","NEU","{""choices"":[""DIRECT"",""MENTION""]}","","2025-09-10T17:21:33.130600Z","",""
227,779,"1","","","","2025-09-10T17:21:56.549164Z","","","","","","Dlaczego „uśmiałam się JAK MYSZKA”? @użytkownik w @użytkownik #polszczyzna",5303,"yes",21.36,"WORD","","","","","","NEG","MENTION","","2025-09-10T17:21:56.549198Z","MOCK",""
228,780,"1","","","PATR","2025-09-10T17:23:19.061968Z","DCLN","","ESOM","","","Nie przesłyszałem się. W @użytkownik rano nazwę obozu, w którym więziono Wandę Półtawską, wymówiono z angielska jako [rejvensbruk]. #polszczyzna #media #upadek",5304,"yes",93.076,"WORD","","","","","","NEG","MENTION","CONS","2025-09-11T09:26:58.901900Z","",""
230,781,"1","","COR","","2025-09-10T17:24:00.580989Z","","","ESOM","","","""Sprzeciw przeciwko"", kwiecista #polszczyzna w @użytkownik : twarz ze łzami radości  :",5305,"yes",51.652,"WORD","","","","","SARC","NEG","MENTION","","2025-09-13T17:34:49.907670Z","",""
231,782,"1","","COR","","2025-09-10T17:24:54.736183Z","","","ESOM","","","Kochani, proszę, błagam,formułowanie to wyrażanie słowami myśli, opinii, wniosków itp. Natomiast rządy się formuje (a nie formułuje)!Dziękuję.#polszczyzna",5306,"yes",69.459,"WORD","","","","","","NEG","DIRECT","","2025-09-11T09:27:24.639234Z","",""
232,783,"1","","","","2025-09-10T17:25:16.859665Z","","","","","","Co to jest ten MANDŻUR, który jedni drugim każą pakować? #polszczyzna #powiedzswoimisłowami",5307,"yes",20.194,"WORD","","","","QSUR","","NEU","NO","","2025-09-10T17:25:16.859695Z","",""
234,784,"1","","COR","","2025-09-10T17:26:31.855410Z","DCLN","","","","","Nowa #polszczyzna medialna — Krew potrzebna do przelewów.— Internet także podlega pod ciszę wyborczą.",5308,"yes",139.254,"WORD","","","","","SARC","NEG","NO","","2025-09-11T09:28:47.768439Z","",""
235,785,"1","","","","2025-09-10T17:27:14.030617Z","","","","","","Czy / jaki utworzyliby Państwo przymiotnik od nazwy miejscowej Gaza? #polszczyzna",5309,"yes",40.011,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:27:14.030646Z","",""
236,786,"1","","","","2025-09-10T17:28:15.468678Z","DCLN","","","","","Jest takie słowo, modne, choć trudne. #polszczyzna APOLOGETYCZNY.Oznacza ono",5310,"yes",58.288,"WORD","","","","","","NEU","NO","","2025-09-10T17:28:15.468709Z","",""
238,787,"1","","","","2025-09-10T17:28:38.354399Z","","","","","","Mili Państwo, w jakich kontekstach, zwłaszcza niespodziewanych, słyszeli Państwo albo mówili o „najstarszych góralach”? #polszczyzna",5311,"yes",19.838,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:28:38.354430Z","",""
239,788,"1","","","","2025-09-10T17:29:00.989651Z","","","","","","Mili Państwo, a zwłaszcza bywali w świecie na północ od Polski. Jak wymówić imię Jon, który nosi norweski noblista Fosse? #polszczyzna #nynorszczyzna",5312,"yes",20.844,"WORD","","","","QSUR","","NEU","{""choices"":[""DIRECT"",""MENTION""]}","","2025-09-10T17:29:00.989681Z","",""
240,789,"1","","","","2025-09-10T17:29:23.008618Z","","","","","","Na tropach słownictwa kresowego. #polszczyzna Mili Państwo, czy ktoś zna słowo ZWURDZIĆ SIĘ lub podobne? Ma to oznaczać jakiś proces związany z mlekiem – skwaśnienie lub zwarzenie się.Zapraszam do dyskusji.",5313,"yes",18.367,"WORD","","","","QSUR","","NEU","DIRECT","","2025-09-10T17:29:23.008647Z","",""
241,790,"1","","","","2025-09-10T17:30:14.189791Z","","","","","","PILNE. Jak się nazywa taki duży obrazek z dykty, na którym jest Krakowiak i Krakowianka itp., a w otwór na twarz można się wpasować i uzyskać piękną pamiątkę z miejsca, gdzie to stoi? #polszczyzna",5314,"yes",46.322,"INVIS","","","","QSUR","","NEU","NO","","2025-09-10T17:30:14.189847Z","",""
242,791,"1","","","","2025-09-10T17:30:34.046229Z","","","","","","Czy gdziekolwiek się przyjęło słowo PODOMKA na określenie SZLAFROKA, a już zwłaszcza noszonego przez mężczyzn? Komentarze oczekiwane.#polszczyzna #germanizmy #inwestygacje",5315,"yes",15.979,"WORD","","","","QSUR","","NEU","NO","","2025-09-10T17:30:34.046256Z","",""
244,792,"1","","","","2025-09-10T17:30:52.759016Z","","","","","","Kampania wyborcza, wzburzone fale, może wręcz odmęty szaleństwa, nawa nasza płynie. #polszczyzna oczywiście mi w głowie. A we mgle majaczą...",5316,"yes",17.143,"INVIS","","","","QSUR","","NEU","NO","","2025-09-10T17:30:52.759048Z","",""
